旭景家园 实用三房 厅出阳台 保养好 安静带花园,旭景家园,东圃,3室2厅 ,106.97, 北 , 简装 ,11,2002, 塔楼,14,23,5200000.0,48612,VR房源 房本满五年 
隆基怡苑 梅花园地铁口700米 三房一厅 采光好,隆基怡苑,沙太南,3室1厅 ,89.99, 东 , 其他 ,17,1999, 塔楼,1, 3个月以前发布,3230000.0,35893,VR看装修 房本满两年 
翠雅苑大4房 171平方 温馨一家人住 小区出行方便,翠雅苑,林和,4室1厅 ,171.48, 北 , 简装 ,27,2003, 板楼,21, 一年前发布,8200000.0,47819,VR房源 房本满五年 
户型方正实用  通风采光好 外带一个大露台,紫林居,天河公园,4室2厅 ,114.36, 南 , 精装 ,9,2000, 塔楼,15, 一年前发布,11800000.0,103183,VR房源 房本满五年 
君林天下高楼层大复式房  房大厅大视野好,君林天下,龙洞,10室3厅 ,359.07, 南 , 精装 ,24,2003, 塔楼,12, 一年前发布,23000000.0,64055,近地铁 VR房源 房本满五年 
侨乐新村 电梯大三房 方正通透 装修新 满五年,侨乐新村,沙太南,3室2厅 ,97.47, 北 南 , 简装 ,8,1995, 塔楼,3, 4个月以前发布,3200000.0,32831,VR看装修 房本满五年 
房子业主有心卖，配套成熟，居住舒适,侨乐新村,沙太南,3室2厅 ,93.7, 西北 , 其他 ,9,1995, 塔楼,1, 5个月以前发布,3080000.0,32871,近地铁 VR看装修 房本满五年 
复式带平台 看房方便 看小区中望花园 电梯房,华江花园,天河公园,6室2厅 ,252.0, 东南 , 其他 ,9,2006, 塔楼,29, 一年前发布,14960000.0,59366,VR房源 房本满五年 
燕塘工业园 满五唯一 东南朝向 采光通风好,燕塘工业园小区,沙太南,3室2厅 ,94.95, 东南 , 简装 ,9,1990, 塔楼,8, 2个月以前发布,3200000.0,33702,VR看装修 房本满五年 
稀却 复式 南向四房 精装修  居住安静舒适,保利香槟花园,珠江新城西,4室2厅 ,220.58, 南 , 精装 ,11,2004, 塔楼,62, 1个月以前发布,25000000.0,113338,近地铁 VR房源 房本满两年 
丽晶华庭的一个高层单位，户型方正，透风采光都比较好,丽晶华庭,珠江新城西,5室2厅 ,238.0, 北 , 其他 ,30,1998, 塔楼,100, 11个月以前发布,13000000.0,54622,近地铁 VR房源 房本满五年 
中人集团宿舍，大四房， 产权清晰 配套齐全,中人集团宿舍,沙太北,4室2厅 ,203.0, 南 , 简装 ,8,1999, 塔楼,8, 6个月以前发布,5500000.0,27094,VR房源 房本满两年 
君林天下精装修高楼层好房，视野开阔,君林天下,龙洞,5室2厅 ,184.83, 西北 , 精装 ,24,2003, 塔楼,36, 6个月以前发布,7500000.0,40578,近地铁 VR房源 房本满两年 
天河体育馆旁电梯大四房   高层无遮挡,都市华庭(天河),体育中心,4室2厅 ,187.83, 北 , 其他 ,32,2001, 板塔结合,5, 一年前发布,12000000.0,63888,VR房源 房本满两年 
精装修 目前出租 即买即住 近植物园地铁口,君林天下,龙洞,5室2厅 ,247.82, 南 , 简装 ,24,2003, 塔楼,46, 一年前发布,12800000.0,51651,近地铁 VR房源 房本满五年 
此房满五年唯一，户型少有，通风采光好，业主诚心卖,翠湖山庄,天河公园,5室3厅 ,190.6, 西 , 精装 ,17,1999, 塔楼,27, 9个月以前发布,10500000.0,55090,VR房源 房本满五年 
骏景花园 5室1厅 南,骏景花园,棠下,5室1厅 ,189.25, 南 , 其他 ,13,2000, 塔楼,7,29,12500000.0,66051,VR房源 房本满五年 
跑马地花园三期 2室2厅 西南,跑马地花园三期,珠江新城东,2室2厅 ,75.52, 西南 , 精装 ,33,2006, 塔楼,8, 1个月以前发布,5320000.0,70445,VR看装修 房本满两年 
少放户型，厅出大阳台，高层望花园，安静不吵,赛拉维,员村,3室1厅 ,127.91, 西 , 精装 ,19,2002, 塔楼,37,26,7980000.0,62388,近地铁 VR房源 房本满两年 
橡树园 楼龄新 户型方正实用 小区环境好 诚心出售,橡树园,沙太南,3室2厅 ,86.38, 西北 , 其他 ,9,2006, 塔楼,4,23,3400000.0,39361,VR房源 房本满五年 
新上房源！业主诚意出售！钥匙在手！,乐雅苑,员村,3室2厅 ,69.67, 东北 , 精装 ,9,2006, 塔楼,14,30,3680000.0,52821,VR看装修 房本满两年 
天一复式买两层.楼顶有个房不算面积另有60平方平台,天一新村,粤垦,4室2厅 ,123.89, 西 , 精装 ,6,2008, 塔楼,4,28,6180000.0,49883,VR房源 房本满五年 
业主诚心出售，空间自然延伸，采光充足,云山翠苑,沙太南,2室1厅 ,74.07, 南 , 其他 ,9,2004, 塔楼,3,31,2650000.0,35777,VR看装修 房本满五年 
富力新村 新装修 三房 户型方正,富力新村,东圃,3室2厅 ,82.0, 北 , 精装 ,9,1994, 塔楼,5,25,2600000.0,31708,VR看装修 房本满五年 
近华师 天华苑大三房 格局方正 中间楼层 望农科院,天华苑,石牌,3室1厅 ,86.68, 南 北 , 其他 ,8,2000, 板楼,28,31,3900000.0,44994,近地铁 VR看装修 房本满五年 
业主诚心卖，自住装修保养好，格局方正实用,棠德花园,棠下,2室2厅 ,89.14, 东 , 精装 ,9,1997, 塔楼,1,21,3000000.0,33655,近地铁 VR看装修 房本满五年 
心语三房业主自住装修保养好北向看花园安静产权清晰,保利心语花园,珠江新城中,3室2厅 ,110.63, 北 , 精装 ,32,2008, 塔楼,27,31,15700000.0,141915,VR看装修 房本满五年 
生活配套完善，楼层佳，采光视野好,龙口东路,龙口东,2室2厅 ,71.27, 东 , 简装 ,7,1999, 塔楼,0,21,4000000.0,56125,VR看装修 房本满五年 
华工北区 精装大三房 南北对流 通风采光保养好,华南理工大学宿舍,五山,3室1厅 ,81.0, 南 北 , 简装 ,5,1989, 板楼,5,21,4800000.0,59260,近地铁 VR看装修 房本满五年 
广州第75中学教师宿舍 3室2厅 东,广州第75中学教师宿舍,沙太南,3室2厅 ,82.76, 东 , 其他 ,7,1995, 塔楼,1,19,2700000.0,32625,VR看装修 房本满五年 
长兴小区望小区安静三房 安静宜居,长兴小区,长兴,3室1厅 ,92.01, 北 南 , 其他 ,10,1997, 塔楼,3,19,4450000.0,48365,VR看装修 房本满五年 
华翰大厦 3室1厅 东南,华翰大厦,体育中心,3室1厅 ,150.0, 东南 , 其他 ,22,2004, 塔楼,1,24,8000000.0,53334,VR看装修 房本满五年 
电梯三房，正南向双阳台，实用性高,天一新村,粤垦,3室1厅 ,102.0, 南 , 精装 ,9,2008, 塔楼,4,27,6120000.0,60000,VR房源 房本满五年 
中层、东南向，前面无遮挡，采光好,保利世纪绿洲二期,龙洞,3室2厅 ,128.59, 东南 , 精装 ,18,2003, 塔楼,20,24,5800000.0,45105,近地铁 VR房源 房本满两年 
牧业大厦   正规三房   通风采光好,牧业大厦,员村,3室2厅 ,99.53, 北 , 简装 ,13,2004, 塔楼,47, 一年前发布,5800000.0,58274,近地铁 VR看装修 房本满五年 随时看房 
骏景大两房，安静望花园，诚心出售,骏景花园,棠下,2室2厅 ,88.8, 北 , 其他 ,12,2000, 板楼,18,26,5800000.0,65316,VR房源 房本满两年 
电梯两房 高层采光充足 装修保养好,环宇花园,天河公园,2室1厅 ,57.46, 东北 , 其他 ,9,1996, 塔楼,8,19,2950000.0,51341,VR看装修 房本满两年 
户型实用，安静位置，一梯两户。,瑜翠园,龙洞,3室1厅 ,93.0, 北 , 简装 ,7,2008, 塔楼,8, 1个月以前发布,2930000.0,31506,VR看装修 房本满五年 
天河北 龙口西南向三房 诚意出售,东方之珠花园,天润路,3室1厅 ,142.79, 南 , 其他 ,28,2003, 塔楼,35,23,9990000.0,69963,VR房源 房本满两年 
富力新村 实用三房 采光充足 厅出阳台,富力新村,东圃,3室2厅 ,86.35, 北 , 简装 ,9,1994, 塔楼,1,29,3300000.0,38217,VR看装修 房本满两年 
春江花园正南向两房拎包入住诚意出售,春江花园,棠下,2室1厅 ,90.88, 南 , 其他 ,16,2002, 塔楼,10,18,4360000.0,47976,近地铁 VR看装修 房本满两年 
"小区电梯中层实用3房2厅,通风采光好收租居家佳宜",翠湖山庄,天河公园,3室2厅 ,92.38, 西 , 精装 ,17,1999, 塔楼,31, 1个月以前发布,4850000.0,52501,VR房源 房本满两年 
鸿翔大厦，南向顶楼复式，带大露台低单价，无占用,鸿翔大厦,天润路,5室2厅 ,314.0, 南 , 精装 ,29,2002, 塔楼,21, 6个月以前发布,25150000.0,80096,VR房源 房本满两年 
格局方正，高层，电梯楼，拎包入住，,都市兰亭花园,员村,5室2厅 ,230.97, 南 , 其他 ,24,2006, 塔楼,8, 2个月以前发布,16800000.0,72737,近地铁 VR房源 房本满五年 
半山雍景苑安静南北通透户型方正四房,半山雍景苑,汇景新城,4室2厅 ,118.1, 南 北 , 其他 ,9,2006, 塔楼,9, 1个月以前发布,7900000.0,66893,VR看装修 房本满五年 
橡树园复式5房 小区中间位置 安静舒适,橡树园,沙太南,5室2厅 ,131.43, 西北 , 简装 ,16,2008, 塔楼,36, 8个月以前发布,5280000.0,40174,VR房源 房本满五年 
住宅性质，电梯房、楼层好、视野好、采光好。,广之旅大厦,五山,3室2厅 ,102.86, 南 , 其他 ,22,2000, 塔楼,3,10,3300000.0,32083,VR看装修 房本满五年 随时看房 
舒适大三房，保养好，楼龄新，采光好，小区环境优雅！,嘉宝华庭,龙口西,3室2厅 ,122.31, 西南 , 其他 ,29,2008, 板塔结合,21, 4个月以前发布,11500000.0,94024,VR看装修 房本满五年 
粤海丽江花园高层东南向望珠江公园4房,粤海丽江花园,珠江新城东,4室2厅 ,191.71, 东南 , 精装 ,30,2011, 塔楼,31, 1个月以前发布,25000000.0,130406,VR看装修 房本满两年 
远洋优质好房，房型端正采光好，业主诚心出售,远洋天骄,天河客运站,3室1厅 ,88.91, 北 , 其他 ,19,2017, 塔楼,4, 5个月以前发布,5080000.0,57137,VR看装修 房本满两年 
天河客运站 南兴花园 一期南向望花园 正规两房,南兴花园(天河区),天河客运站,2室1厅 ,78.61, 东 , 精装 ,7,2004, 塔楼,22, 6个月以前发布,2650000.0,33711,近地铁 VR房源 房本满五年 
通风采光好装修保养好的精装南向四房,馨怡花苑,天润路,4室2厅 ,131.56, 南 , 精装 ,9,1996, 塔楼,55, 8个月以前发布,6800000.0,51688,VR房源 房本满两年 
华景新城 华景里 品质小区 改善优选 四房 带平台,华景新城信华花园,华景新城,4室2厅 ,151.87, 南 , 其他 ,29,2014, 塔楼,30, 3个月以前发布,14680000.0,96662,VR看装修 房本满五年 
云山翠苑 一楼带大花园 业主自住 精装修 保养好,云山翠苑,沙太南,3室1厅 ,85.24, 西南 , 其他 ,7,2004, 塔楼,6, 6个月以前发布,3240000.0,38011,VR看装修 房本满五年 
水荫四横路 99年楼龄 南向大三房 视野无遮挡 采光好,民政局大院,沙河,3室2厅 ,97.91, 南 , 其他 ,9,1999, 塔楼,40, 5个月以前发布,3000000.0,30641,VR看装修 房本满五年 
后天河北大宅833.98平南北对流景观视野通风好,壹号公馆,燕塘,8室2厅 ,833.98, 南 北 , 精装 ,18,2012, 塔楼,46, 3个月以前发布,40770000.0,48887,VR房源 房本满两年 
中人集团宿舍 精装四房  格局方正  看房方便,中人集团宿舍,沙太北,4室2厅 ,203.07, 南 , 其他 ,8,1999, 塔楼,7, 6个月以前发布,6500000.0,32009,VR房源 房本满五年 
豪景花园 1室0厅 南,豪景花园,沙河,1室0厅 ,32.6, 南 , 简装 ,19,2007, 塔楼,2,11,1250000.0,38344,VR看装修 房本满两年 随时看房 
后天河北 侨英花园  复式6房 装修保养好,侨英花园,燕塘,6室2厅 ,189.48, 东南 , 其他 ,27,2008, 塔楼,3, 1个月以前发布,13000000.0,68609,VR房源 房本满五年 
龙口西 双阳台 格局方正 房间很大 位置安静,天信大厦,龙口西,4室2厅 ,148.78, 西 , 简装 ,9,1997, 塔楼,37, 一年前发布,7000000.0,47050,近地铁 VR房源 房本满五年 
全新一直未入住 户型方正实用 带精装修,汇景新城中央庭院,汇景新城,4室2厅 ,219.48, 南 北 , 精装 ,30,2008, 塔楼,65, 4个月以前发布,18300000.0,83379,VR房源 房本满五年 
花城湾南向大4房 采光明亮居住舒适小区环境好,中海花城湾,珠江新城中,4室2厅 ,285.46, 南 , 精装 ,40,2005, 塔楼,53, 1个月以前发布,40000000.0,140125,VR房源 房本满两年 
骏景花园东御苑 精装四房 高层望江景 诚意出售,骏景花园,棠下,4室1厅 ,177.75, 东南 , 简装 ,29,2000, 塔楼,45, 5个月以前发布,14000000.0,78763,近地铁 VR看装修 房本满五年 
嘉裕公馆四房，安静看花园，双套间,嘉裕公馆,珠江新城中,4室2厅 ,173.46, 北 , 精装 ,33,2015, 塔楼,33, 2个月以前发布,25000000.0,144126,近地铁 VR看装修 房本满五年 
珠江新城东 户型方正 采光通风好 中高楼层 精致装修,华颖轩,员村,3室2厅 ,114.01, 南 北 , 精装 ,25,2006, 塔楼,20, 1个月以前发布,6800000.0,59644,VR房源 房本满五年 
顶楼复式六房三卫超宽视野装修保养好,华南御景园,岑村,6室3厅 ,203.13, 北 , 其他 ,11,2009, 塔楼,2, 1个月以前发布,9000000.0,44307,VR房源 房本满两年 
帝景山庄 天河区少量环境好小区 业主诚心卖,帝景山庄,黄村,7室3厅 ,270.83, 南 , 精装 ,1, 板楼 , 联排别墅 ,109, 一年前发布,19500000.0,72001,VR房源 房本满五年 
封闭式小区，安静舒适，交通便利,君紫花园,石牌,2室1厅 ,73.77, 东南 , 其他 ,8,1995, 塔楼,4,28,4300000.0,58290,VR看装修 房本满五年 
太古汇天河新作三房两厅 高层南北对流 采光通风佳,天河新作,体育中心,3室2厅 ,130.01, 南 北 , 其他 ,32,2006, 塔楼,11,30,15500000.0,119222,近地铁 VR看装修 房本满五年 
江源半岛 江边小区 方正大两房 装修保养好,江源半岛花园,金融城,2室1厅 ,80.35, 北 , 其他 ,10,2010, 塔楼,16,18,7100000.0,88364,近地铁 VR房源 房本满两年 
温馨南向两房 小区安静宜居 交通便利,昌乐居,员村,2室1厅 ,63.87, 南 北 , 简装 ,9,1999, 塔楼,6,18,2650000.0,41491,VR看装修 房本满五年 
白水塘 3室2厅 北 南,白水塘,员村,3室2厅 ,85.47, 北 南 , 其他 ,9,1997, 塔楼,16,29,2900000.0,33931,VR看装修 房本满两年 
历德雅舍  新装修方正大两房  安静  看房方便 欢迎VR,历德雅舍,华景新城,2室2厅 ,86.0, 西 , 简装 ,18,2005, 塔楼,10,22,7200000.0,83721,VR房源 房本满两年 
望山水风景好 交通便利 景观优美 人车分流,保利林海山庄,龙洞,2室1厅 ,78.54, 西南 , 精装 ,15,1996, 塔楼,9,19,3900000.0,49657,VR看装修 房本满五年 
北向2房，小区配套齐全，实用率高,时代花生二期,沙太南,2室1厅 ,65.12, 北 , 其他 ,18,2008, 塔楼,2,19,3000000.0,46069,VR看装修 房本满五年 
尚东君御雅苑 4室2厅 北,尚东君御雅苑,珠江新城中,4室2厅 ,198.25, 北 , 精装 ,46,2015, 塔楼,22,26,25800000.0,130139,VR看装修 房本满两年 
野开阔 满五唯一 采光好 安静舒适 方正实用,赛拉维,员村,2室2厅 ,93.94, 西 , 简装 ,20,2004, 塔楼,2,24,6000000.0,63871,VR房源 房本满五年 
华阳三房，安静小区，实用率高，交通方便，视野开阔,侨苑小区(天河区),体育中心,3室2厅 ,102.0, 南 , 其他 ,8,1997, 塔楼,11,28,6580000.0,64510,VR看装修 房本满五年 
满五年，楼层好，东向光线好，户型实用，无抵押,华景新城怡景园,华景新城,2室2厅 ,72.5, 西南 , 精装 ,9,1998, 塔楼,19,17,4980000.0,68690,VR看装修 房本满两年 
天誉花园二期 西南向 视野景观好 户型方正厅出阳台,天誉花园,林和,2室2厅 ,90.38, 西南 , 其他 ,30,2000, 板塔结合,11,19,8600000.0,95154,VR看装修 房本满两年 
华江花园 电梯两房 装修保养好 交通方便,华江花园,天河公园,2室1厅 ,55.09, 北 , 简装 ,9,2000, 塔楼,20,27,3000000.0,54457,近地铁 VR看装修 房本满五年 
叠翠台 2室1厅 西,叠翠台,天河公园,2室1厅 ,84.07, 西 , 其他 ,22,2004, 塔楼,1,21,8000000.0,95159,近地铁 VR房源 房本满五年 
厅房朝南，通风性佳，光照充足，望楼下花园，居住舒适,中兴花园,东圃,3室2厅 ,124.68, 南 , 精装 ,18,2013, 塔楼,8,20,8000000.0,64165,VR看装修 房本满两年 
华景新城，安静电梯两房，换房诚意出售,华景新城怡华台,华景新城,2室2厅 ,77.0, 北 , 精装 ,18,1999, 塔楼,34,29,5000000.0,64936,VR看装修 房本满两年 
电梯三房，满五年，保养好，无抵押,云宁居,沙太南,3室1厅 ,84.0, 北 , 精装 ,9,1999, 塔楼,5,20,2650000.0,31548,VR看装修 房本满五年 
耀星华庭 小区花园 楼龄新 正宗两房,耀星华庭,林和,2室1厅 ,89.54, 西北 , 精装 ,31,2003, 塔楼,7,22,9150000.0,102189,VR房源 房本满五年 
南北对流 视野采光好 加装电梯 实用舒适三房,水荫一横路,水荫,3室2厅 ,83.63, 北 南 , 简装 ,8,1988, 板楼,43,16,2800000.0,33481,VR看装修 房本满五年 
天晟明苑 2室2厅 西,天晟明苑,石牌,2室2厅 ,77.84, 西 , 其他 ,28,1997, 塔楼,1,21,4000000.0,51388,近地铁 VR看装修 房本满五年 
业主诚心放卖，目前有租客在住，看房联系我,华景新城华门阁,华景新城,3室2厅 ,107.75, 西北 , 精装 ,9,1999, 塔楼,21,20,5470000.0,50766,VR房源 房本满两年 
华景新城 电梯2房2卫 南向安静 车位足,华景公安宿舍,华景新城,2室2厅 ,90.41, 南 , 其他 ,9,1998, 塔楼,6,23,4980000.0,55083,VR看装修 房本满两年 
穗乐花园 3室1厅 北,穗乐花园,员村,3室1厅 ,75.47, 北 , 简装 ,7,1999, 塔楼,10,26,3300000.0,43726,VR房源 房本满五年 
穗乐花园 方正实用 精装温馨两房  生活便利 有书房,穗乐花园,员村,2室2厅 ,66.12, 南 北 , 精装 ,9,1990, 塔楼,18,29,2760000.0,41743,近地铁 VR看装修 房本满两年 
紫林居  中高层  南向方正两房 采光通风好,紫林居,天河公园,2室1厅 ,85.16, 南 , 简装 ,9,2000, 塔楼,3,22,4450000.0,52255,VR看装修 房本满五年 
南北对流三房 装修保养好，业主诚意出售,富力花园,东圃,3室2厅 ,85.27, 南 , 精装 ,6,1999, 塔楼,13,26,2600000.0,30492,VR看装修 房本满两年 
天河公园 锦明街 安静两房 楼层适中,黄埔大道中锦明街,天河公园,2室1厅 ,51.59, 南 , 精装 ,9,1990, 塔楼,4,22,2220000.0,43032,近地铁 VR看装修 房本满两年 
楼龄新 天河公园旁 交通方便 时尚复式,勤天E品上馆,天河公园,2室1厅 ,85.51, 南 , 其他 ,19,2007, 塔楼,4,23,3700000.0,43270,VR房源 房本满五年 
天河公园南向三房 高层采光好 楼龄新,勤天E品上馆,天河公园,3室1厅 ,85.51, 南 , 其他 ,19,2007, 塔楼,3,26,3750000.0,43855,VR房源 房本满两年 
华景新城 加拿大花园 方正三房 随时看房,加拿大花园,华景新城,3室2厅 ,85.71, 东 , 简装 ,28,1995, 塔楼,3,17,4100000.0,47836,VR看装修 房本满五年 
